"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CNKSR31",2.82600018109846e-39,0.385929551871788,0.323,0.134,5.65200036219692e-36,"3","CNKSR3"
"MIDN1",2.87417988438503e-39,0.349566033198237,0.701,0.468,5.74835976877006e-36,"3","MIDN"
"ACTN21",9.84965129071824e-38,0.299155730648527,0.3,0.121,1.96993025814365e-34,"3","ACTN2"
"SH3PXD2A1",1.22115054091189e-36,0.449023090499118,0.313,0.097,2.44230108182379e-33,"3","SH3PXD2A"
"NPDC11",1.45175514838665e-36,0.328689925386505,0.351,0.129,2.90351029677329e-33,"3","NPDC1"
"HSPH11",2.54690574920322e-36,0.405463176886361,0.665,0.457,5.09381149840643e-33,"3","HSPH1"
"NTM-AS11",1.3603959689109e-35,0.423473809838555,0.32,0.1,2.7207919378218e-32,"3","NTM-AS1"
"NFIB1",5.03330832038492e-35,0.2828291767898,0.379,0.182,1.00666166407698e-31,"3","NFIB"
"MAP3K111",7.03154308752574e-35,0.266572047053988,0.443,0.24,1.40630861750515e-31,"3","MAP3K11"
"AC093323.1",1.04550195711166e-34,0.309542237207889,0.305,0.165,2.09100391422332e-31,"3","AC093323.1"
"AC144652.1",1.27017961984805e-34,0.389573654520407,0.306,0.151,2.54035923969609e-31,"3","AC144652.1"
"TSPYL2",6.30775401176781e-34,0.380345960071955,0.397,0.212,1.26155080235356e-30,"3","TSPYL2"
"SLC4A81",1.35574477057726e-33,0.358278687769818,0.378,0.182,2.71148954115453e-30,"3","SLC4A8"
"PIGM1",2.22578059283909e-33,0.30107314117018,0.356,0.2,4.45156118567818e-30,"3","PIGM"
"NLGN11",1.17619156306126e-32,0.358353853354392,0.33,0.118,2.35238312612252e-29,"3","NLGN1"
"CORO2B1",2.78548748567782e-32,0.343543909082167,0.3,0.093,5.57097497135563e-29,"3","CORO2B"
"NRBP21",3.05429625255878e-32,0.296502651441686,0.5,0.304,6.10859250511756e-29,"3","NRBP2"
"CSF1",1.07171614030464e-30,0.35341674428262,0.274,0.107,2.14343228060928e-27,"3","CSF1"
"BMP2",4.00941228840486e-30,0.279962722106024,0.196,0.028,8.01882457680972e-27,"3","BMP2"
"PLA2G4C1",6.2789700167867e-29,0.300735577335081,0.288,0.102,1.25579400335734e-25,"3","PLA2G4C"
"GAS11",1.32961880298465e-27,0.410344210868106,0.286,0.126,2.6592376059693e-24,"3","GAS1"
"SGCD1",1.97028896637546e-26,0.27350852434507,0.252,0.08,3.94057793275092e-23,"3","SGCD"
"SLC20A1",2.54830591591826e-24,0.273245270271543,0.437,0.263,5.09661183183653e-21,"3","SLC20A1"
"EIF2B2",1.99453700494098e-23,0.349623673313621,0.344,0.21,3.98907400988195e-20,"3","EIF2B2"
"LURAP1L",3.92920779301818e-19,0.371963246242716,0.236,0.056,7.85841558603636e-16,"3","LURAP1L"
"ADAMTS8",9.21780269178277e-19,0.396862289623112,0.234,0.076,1.84356053835655e-15,"3","ADAMTS8"
"RCAN21",2.46739117967867e-18,0.312930806127308,0.299,0.129,4.93478235935734e-15,"3","RCAN2"
"UCHL11",1.70577913396541e-17,0.25770300408482,0.274,0.118,3.41155826793081e-14,"3","UCHL1"
"C11orf96",1.51599242738664e-16,0.397445394455948,0.224,0.086,3.03198485477328e-13,"3","C11orf96"
"SLC6A91",3.01961867696561e-15,0.260396359250294,0.274,0.126,6.03923735393123e-12,"3","SLC6A9"
"AL136295.5",2.94776562014455e-14,0.317693367918203,0.254,0.139,5.8955312402891e-11,"3","AL136295.5"
"GALNT151",4.99271451507441e-06,0.289216532140846,0.243,0.113,0.00998542903014881,"3","GALNT15"
"IFIT21",0.000199423354503605,0.331026664190213,0.26,0.194,0.39884670900721,"3","IFIT2"
"IFI27",4.05882486404495e-119,0.267224368155912,0.514,0.129,8.1176497280899e-116,"4","IFI27"
"HBB",1.62942790752655e-95,2.36839670011122,0.516,0.154,3.25885581505311e-92,"4","HBB"
"HBA21",4.2587448922312e-72,1.78119741065803,0.43,0.142,8.51748978446241e-69,"4","HBA2"
"EGFL71",6.56118993208221e-64,0.392243551738779,0.538,0.166,1.31223798641644e-60,"4","EGFL7"
"IFITM3",6.67659464464682e-64,0.720460395354618,0.473,0.117,1.33531892892936e-60,"4","IFITM3"
"HBA1",1.16277380576399e-63,1.38080679802234,0.325,0.095,2.32554761152798e-60,"4","HBA1"
"CFD1",2.22889888157448e-63,0.441479924409266,0.129,0.221,4.45779776314896e-60,"4","CFD"
"BID",6.98413301156053e-63,0.590878969717884,0.531,0.183,1.39682660231211e-59,"4","BID"
"RASL11A",3.567525941748e-49,0.275592933981144,0.069,0.143,7.13505188349599e-46,"4","RASL11A"
"CAPG1",1.78274092248983e-47,0.860205536969047,0.151,0.227,3.56548184497967e-44,"4","CAPG"
"CYTL1",9.11398631124243e-35,1.12700747230037,0.12,0.092,1.82279726224849e-31,"4","CYTL1"
"IFI44L1",1.43283745029167e-34,0.311761866602747,0.503,0.192,2.86567490058334e-31,"4","IFI44L"
"PLCG21",1.59074162403345e-32,0.439865259425826,0.533,0.223,3.18148324806689e-29,"4","PLCG2"
"RARRES3",9.57998109037761e-30,0.55196800673666,0.512,0.22,1.91599621807552e-26,"4","RARRES3"
"ATF7IP21",1.23216258243004e-27,0.284247518878046,0.538,0.251,2.46432516486007e-24,"4","ATF7IP2"
"HLA-DQA1",2.397048765103e-27,0.899400174636913,0.157,0.127,4.79409753020599e-24,"4","HLA-DQA1"
"AC011139.1",3.83318665495211e-27,0.879007252884887,0.144,0.12,7.66637330990422e-24,"4","AC011139.1"
"APOE1",5.52565487428514e-26,1.09010740414401,0.796,0.683,1.10513097485703e-22,"4","APOE"
"TXN2",3.46108088737271e-24,0.351574984544389,0.219,0.257,6.92216177474542e-21,"4","TXN2"
"BASP11",1.34935427849449e-23,0.279564931494606,0.209,0.239,2.69870855698898e-20,"4","BASP1"
"SELL",1.49494828757532e-23,0.359004645137922,0.348,0.094,2.98989657515065e-20,"4","SELL"
"FDX11",8.98249405822509e-23,0.443523410624807,0.523,0.252,1.79649881164502e-19,"4","FDX1"
"APOC12",2.0819313908825e-17,1.09400965596677,0.219,0.279,4.163862781765e-14,"4","APOC1"
"HLA-DRB52",8.76370758066834e-16,0.802399929567486,0.284,0.369,1.75274151613367e-12,"4","HLA-DRB5"
"CD742",3.54883203380976e-15,0.761671024692782,0.781,0.682,7.09766406761953e-12,"4","CD74"
"ITM2C1",4.64320178447156e-15,0.557235571880696,0.381,0.473,9.28640356894311e-12,"4","ITM2C"
"CTSS2",2.62868868805038e-13,0.550708113162492,0.316,0.391,5.25737737610077e-10,"4","CTSS"
"CST31",4.70525545827549e-12,0.920819874743978,0.688,0.712,9.41051091655098e-09,"4","CST3"
"HLA-DPB11",6.0758218156116e-12,1.0464376730877,0.265,0.296,1.21516436312232e-08,"4","HLA-DPB1"
"TYMP2",3.56133119400333e-11,0.524617107646254,0.239,0.204,7.12266238800666e-08,"4","TYMP"
"TXNIP1",8.66354350157541e-10,0.275757415556948,0.499,0.52,1.73270870031508e-06,"4","TXNIP"
"FABP5",2.22039958012509e-09,0.261381288045387,0.228,0.175,4.44079916025019e-06,"4","FABP5"
"MS4A4A",1.02126804509559e-07,0.535588339338116,0.142,0.081,0.000204253609019118,"4","MS4A4A"
"GLRX2",1.30735864374636e-06,0.878203795409802,0.611,0.464,0.00261471728749272,"4","GLRX"
"HLA-DQB11",3.58217416055617e-06,0.494457180117513,0.34,0.305,0.00716434832111233,"4","HLA-DQB1"
"HLA-DRA2",4.22882544591765e-05,0.627679153266361,0.615,0.562,0.0845765089183531,"4","HLA-DRA"
"IFI6",0.00204190932248316,0.374692931503142,0.243,0.153,1,"4","IFI6"
"FCER1G2",0.00521539313407597,0.865503568961332,0.376,0.414,1,"4","FCER1G"
"NCAN",0,1.46120085369548,0.241,0.004,0,"5","NCAN"
"LRRC3B",4.04247444457158e-243,0.727553775457162,0.166,0.002,8.08494888914316e-240,"5","LRRC3B"
"ETNPPL",3.0861330607485e-230,2.49381171850991,0.407,0.031,6.17226612149699e-227,"5","ETNPPL"
"PRSS35",6.25366488440934e-224,0.472886633512668,0.131,0.001,1.25073297688187e-220,"5","PRSS35"
"SLCO1C1",6.64965268473624e-220,1.52330839646686,0.23,0.006,1.32993053694725e-216,"5","SLCO1C1"
"EMX2",3.54824319288903e-215,1.01615076037343,0.201,0.003,7.09648638577807e-212,"5","EMX2"
"CXCL14",6.0703251478968e-215,2.06720469773184,0.235,0.009,1.21406502957936e-211,"5","CXCL14"
"AC002429.2",1.17030091160038e-194,0.381194984059145,0.137,0.002,2.34060182320076e-191,"5","AC002429.2"
"ENTPD2",1.87536630258867e-189,0.303049986277287,0.102,0,3.75073260517734e-186,"5","ENTPD2"
"RFX4",9.20781269808645e-188,0.863948118767775,0.18,0.005,1.84156253961729e-184,"5","RFX4"
"HES5",7.78392282879992e-184,1.05568918984802,0.206,0.008,1.55678456575998e-180,"5","HES5"
"ABLIM1",6.2887849891793e-162,0.685335866866198,0.235,0.014,1.25775699783586e-158,"5","ABLIM1"
"YAP1",1.94028552255811e-160,0.312656056143858,0.119,0,3.88057104511622e-157,"5","YAP1"
"RANBP3L",1.31852921843627e-158,0.926115340634909,0.195,0.009,2.63705843687254e-155,"5","RANBP3L"
"SLC4A4",1.5018704923122e-145,2.09424043401638,0.288,0.019,3.0037409846244e-142,"5","SLC4A4"
"PAX6",3.66166706224598e-134,0.61761355715525,0.148,0.006,7.32333412449196e-131,"5","PAX6"
"GJB6",2.0634999886563e-118,2.80847564709124,0.302,0.038,4.12699997731261e-115,"5","GJB6"
"COL5A3",2.53394342097811e-118,1.58806217130273,0.288,0.028,5.06788684195622e-115,"5","COL5A3"
"CNTFR",7.01021688330336e-117,1.0193099262451,0.212,0.017,1.40204337666067e-113,"5","CNTFR"
"LINC00982",4.62518417622687e-114,0.802987246373692,0.177,0.012,9.25036835245374e-111,"5","LINC00982"
"PAMR1",8.89867588060739e-111,0.735207963469288,0.166,0.009,1.77973517612148e-107,"5","PAMR1"
"BMPR1B",4.49662698012948e-108,0.69474989909114,0.166,0.007,8.99325396025897e-105,"5","BMPR1B"
"AC120042.3",4.75711978301719e-104,0.556035793523832,0.137,0.006,9.51423956603437e-101,"5","AC120042.3"
"SLC14A1",7.24571572651154e-104,1.02260904453363,0.166,0.01,1.44914314530231e-100,"5","SLC14A1"
"GABRB1",9.65611978853828e-104,0.752652270897726,0.195,0.016,1.93122395770766e-100,"5","GABRB1"
"SLC39A12",2.10182617059937e-101,0.781057219404015,0.183,0.01,4.20365234119874e-98,"5","SLC39A12"
"ACKR3",2.56012615197644e-100,0.651433578283822,0.169,0.005,5.12025230395289e-97,"5","ACKR3"
"NTSR2",5.03079095259303e-99,0.634623798915165,0.189,0.017,1.00615819051861e-95,"5","NTSR2"
"FGFR3",1.22604724804388e-96,2.10972585381171,0.27,0.034,2.45209449608775e-93,"5","FGFR3"
"ALDH1L1",7.47655552247288e-94,1.00239654737572,0.241,0.024,1.49531110449458e-90,"5","ALDH1L1"
"RERG",3.70908016292504e-93,0.56195095605107,0.134,0.008,7.41816032585008e-90,"5","RERG"
"ZIC2",9.51833093733996e-93,0.358014398763269,0.134,0,1.90366618746799e-89,"5","ZIC2"
"EFEMP1",1.98817182151464e-92,0.866104898502181,0.189,0.017,3.97634364302928e-89,"5","EFEMP1"
"FAM107A",4.84112772534258e-87,1.26954527543322,0.34,0.062,9.68225545068517e-84,"5","FAM107A"
"GABRG1",5.58622061831847e-87,0.85422874122567,0.16,0.013,1.11724412366369e-83,"5","GABRG1"
"NEBL",5.58281349611568e-86,0.851082718591702,0.172,0.016,1.11656269922314e-82,"5","NEBL"
"FAM189A2",6.59612705669274e-86,0.447810463770509,0.215,0.025,1.31922541133855e-82,"5","FAM189A2"
"GJA1",2.09371513566973e-85,3.00373022538086,0.337,0.066,4.18743027133946e-82,"5","GJA1"
"GRAMD1C",1.40713526778467e-84,0.4847244757416,0.174,0.013,2.81427053556934e-81,"5","GRAMD1C"
"ATP1B2",1.93851724482551e-82,3.15083692732936,0.474,0.14,3.87703448965102e-79,"5","ATP1B2"
"PTGDS2",4.0542630981787e-82,1.62888276060942,0.956,0.525,8.10852619635741e-79,"5","PTGDS"
"PLSCR4",2.97276866844133e-80,0.515562339381459,0.128,0.005,5.94553733688266e-77,"5","PLSCR4"
"PDLIM4",2.71928235033168e-75,0.314097292821551,0.105,0.002,5.43856470066336e-72,"5","PDLIM4"
"ADGRV1",2.80625079853513e-74,1.76631198017825,0.314,0.051,5.61250159707026e-71,"5","ADGRV1"
"TMEM47",6.79563677337783e-74,1.63191507552907,0.279,0.039,1.35912735467557e-70,"5","TMEM47"
"MGST1",1.80637733928791e-73,2.13973090336715,0.247,0.039,3.61275467857583e-70,"5","MGST1"
"SYBU",3.65747747016402e-72,0.33969137529383,0.116,0.008,7.31495494032805e-69,"5","SYBU"
"MGAT4C",3.96215365151185e-71,1.44365671826111,0.241,0.039,7.92430730302371e-68,"5","MGAT4C"
"NKAIN3",1.43996311787902e-70,0.595357524391549,0.122,0.009,2.87992623575803e-67,"5","NKAIN3"
"F3",2.1887205892308e-69,1.67611485042322,0.267,0.04,4.3774411784616e-66,"5","F3"
"FIBIN",1.65790047602189e-68,0.528066973535326,0.148,0.015,3.31580095204377e-65,"5","FIBIN"
"SCG3",7.74218970554852e-68,2.39976541114558,0.326,0.065,1.5484379411097e-64,"5","SCG3"
"PPP1R1B",1.48922246134278e-66,1.53431394675022,0.218,0.022,2.97844492268556e-63,"5","PPP1R1B"
"ADIRF",1.87011930895141e-66,0.876049571699434,0.183,0.019,3.74023861790282e-63,"5","ADIRF"
"LGI1",5.43355733603225e-65,0.741708157320538,0.163,0.013,1.08671146720645e-61,"5","LGI1"
"ATP1A2",7.35515431374008e-64,2.93338488954943,0.349,0.086,1.47103086274802e-60,"5","ATP1A2"
"FBLN1",1.04874599604999e-63,0.505438409072697,0.166,0.015,2.09749199209999e-60,"5","FBLN1"
"GPM6A",1.43779207190746e-63,3.11642468207516,0.52,0.214,2.87558414381492e-60,"5","GPM6A"
"PLAC9",4.46009796387428e-63,0.358640898156093,0.108,0.008,8.92019592774857e-60,"5","PLAC9"
"FBXO2",3.15666500594826e-60,1.4603711338695,0.392,0.107,6.31333001189652e-57,"5","FBXO2"
"AQP4",6.47494301132513e-59,2.6056866718232,0.273,0.062,1.29498860226503e-55,"5","AQP4"
"GABRA2",5.31106571896507e-58,1.74006763004728,0.241,0.028,1.06221314379301e-54,"5","GABRA2"
"WIF1",6.54825823066151e-58,2.10293711612314,0.233,0.039,1.3096516461323e-54,"5","WIF1"
"HIF3A",1.37423706476135e-57,1.13973599759297,0.343,0.088,2.7484741295227e-54,"5","HIF3A"
"PDGFRB",5.48844427730993e-57,1.02606734630976,0.215,0.031,1.09768885546199e-53,"5","PDGFRB"
"CLDN10",1.43757719956491e-56,2.26029276147891,0.256,0.054,2.87515439912983e-53,"5","CLDN10"
"TUBB2B",2.70162709538009e-56,2.55629238917106,0.5,0.213,5.40325419076017e-53,"5","TUBB2B"
"FOXG1",8.60873213590402e-56,0.765573594934444,0.186,0.023,1.7217464271808e-52,"5","FOXG1"
"ID4",1.22655273341467e-54,2.20073628295709,0.273,0.051,2.45310546682933e-51,"5","ID4"
"CPE",2.22245083347983e-53,4.37231764266258,0.538,0.25,4.44490166695967e-50,"5","CPE"
"ANGPTL4",6.06091900846664e-53,0.724396857682909,0.172,0.01,1.21218380169333e-49,"5","ANGPTL4"
"STOX1",1.94406360619336e-52,0.701319988172719,0.151,0.019,3.88812721238672e-49,"5","STOX1"
"SLC7A11",2.06195890658093e-52,0.798050845297918,0.238,0.039,4.12391781316186e-49,"5","SLC7A11"
"SNCG",3.8918840911731e-52,1.10572468380279,0.183,0.027,7.7837681823462e-49,"5","SNCG"
"SLC13A5",4.12078773566759e-52,0.553187581489496,0.16,0.018,8.24157547133518e-49,"5","SLC13A5"
"NKAIN4",5.01140301978302e-52,0.640929903512846,0.177,0.028,1.0022806039566e-48,"5","NKAIN4"
"DDAH1",1.85830211472371e-51,1.19766093886353,0.206,0.034,3.71660422944742e-48,"5","DDAH1"
"RORB",2.08984401057955e-50,1.05427705333981,0.218,0.033,4.17968802115911e-47,"5","RORB"
"PCDH7",5.00925910466284e-50,0.448018240991199,0.235,0.04,1.00185182093257e-46,"5","PCDH7"
"HSPB8",7.1710033569864e-50,0.476079247795773,0.125,0.01,1.43420067139728e-46,"5","HSPB8"
"HEPN12",1.4724007381669e-49,2.29593482646864,0.564,0.271,2.94480147633379e-46,"5","HEPN1"
"NT5E",2.93653632211024e-49,0.415839322432352,0.14,0.018,5.87307264422049e-46,"5","NT5E"
"MT32",1.44797014944818e-48,3.39025204147876,0.686,0.44,2.89594029889635e-45,"5","MT3"
"CHRDL1",2.95085334313053e-48,0.383082238936173,0.122,0.015,5.90170668626106e-45,"5","CHRDL1"
"OLFM2",8.35604857987964e-48,2.14043837678077,0.331,0.098,1.67120971597593e-44,"5","OLFM2"
"CADPS",3.29167933556341e-47,0.30252964640565,0.174,0.028,6.58335867112683e-44,"5","CADPS"
"HEPACAM2",5.57431085171755e-47,1.99455382456296,0.605,0.328,1.11486217034351e-43,"5","HEPACAM"
"NTRK21",1.21351013190444e-46,2.68602925193293,0.532,0.255,2.42702026380887e-43,"5","NTRK2"
"C1orf61",2.2766317823775e-46,2.95127084467845,0.538,0.263,4.55326356475501e-43,"5","C1orf61"
"ALDOC",2.97525105983119e-46,2.53817819383683,0.5,0.223,5.95050211966238e-43,"5","ALDOC"
"SOX91",5.80401698078705e-45,1.30484825582768,0.419,0.139,1.16080339615741e-41,"5","SOX9"
"HOPX",7.08146273709131e-45,1.28810675710868,0.401,0.137,1.41629254741826e-41,"5","HOPX"
"SPARCL1",7.8218508095814e-45,5.31843189888699,0.503,0.227,1.56437016191628e-41,"5","SPARCL1"
"FAM167A",1.20068875281523e-44,0.40329120801094,0.172,0.016,2.40137750563047e-41,"5","FAM167A"
"MT1M",1.39574068047751e-44,1.99956800821626,0.331,0.1,2.79148136095502e-41,"5","MT1M"
"DKK3",7.33859189408989e-44,0.973749000729772,0.209,0.042,1.46771837881798e-40,"5","DKK3"
"LINC01896",9.42713674095164e-44,0.959475607910621,0.302,0.086,1.88542734819033e-40,"5","LINC01896"
"PSD2",2.7635053416108e-43,0.908353154173601,0.349,0.113,5.52701068322159e-40,"5","PSD2"
"GPC5",4.43149010870763e-42,0.434947572527634,0.105,0.005,8.86298021741527e-39,"5","GPC5"
"FMN2",4.84266824379238e-42,0.561424248879312,0.177,0.031,9.68533648758477e-39,"5","FMN2"
"EDNRB",6.58098264655155e-41,1.76924915857893,0.253,0.067,1.31619652931031e-37,"5","EDNRB"
"GPM6B2",1.06040279627166e-40,1.05455251798063,0.884,0.529,2.12080559254332e-37,"5","GPM6B"
"BRINP1",2.83660348128443e-40,0.384169173753461,0.113,0.014,5.67320696256886e-37,"5","BRINP1"
"LHX2",5.58805657853765e-40,1.41958901402484,0.247,0.067,1.11761131570753e-36,"5","LHX2"
"TSC22D42",8.20386102516877e-40,1.56967921607004,0.75,0.487,1.64077220503375e-36,"5","TSC22D4"
"HES4",5.87470482262493e-39,0.977843772571959,0.39,0.159,1.17494096452499e-35,"5","HES4"
"NTM2",6.23680146170991e-39,1.985896814012,0.488,0.208,1.24736029234198e-35,"5","NTM"
"ENHO",8.4990059562234e-39,2.26762149182034,0.363,0.144,1.69980119124468e-35,"5","ENHO"
"GRIN2C",1.57697844778056e-38,0.686263704040693,0.134,0.011,3.15395689556111e-35,"5","GRIN2C"
"NR2F1",4.01709624829102e-38,0.992438395344221,0.201,0.047,8.03419249658205e-35,"5","NR2F1"
"SLC25A18",7.65680854678227e-38,1.71737466259899,0.326,0.08,1.53136170935645e-34,"5","SLC25A18"
"MFGE8",8.10172665858256e-38,0.847241245522287,0.32,0.081,1.62034533171651e-34,"5","MFGE8"
"CHST1",9.15687067909199e-38,0.839750769348347,0.355,0.13,1.8313741358184e-34,"5","CHST1"
"CDC42EP4",1.0230100025607e-37,1.55309617598642,0.363,0.142,2.04602000512141e-34,"5","CDC42EP4"
"PCDH92",2.27275560931721e-37,1.29359099131869,0.738,0.417,4.54551121863441e-34,"5","PCDH9"
"CHL1",4.09292614076257e-37,0.63638605276634,0.177,0.036,8.18585228152513e-34,"5","CHL1"
"C1QL2",6.18462390964992e-37,0.290206357593811,0.105,0.012,1.23692478192998e-33,"5","C1QL2"
"TRIL",1.15616205572184e-36,0.824080076358649,0.282,0.052,2.31232411144368e-33,"5","TRIL"
"LUZP2",7.59272537369672e-36,0.435275543208349,0.273,0.083,1.51854507473934e-32,"5","LUZP2"
"S1PR1",7.67906852131573e-36,0.460503336335453,0.131,0.02,1.53581370426315e-32,"5","S1PR1"
"MT1F",8.68723990698068e-36,0.65951994356411,0.235,0.062,1.73744798139614e-32,"5","MT1F"
"SDC2",1.09996661534832e-35,1.45262430823661,0.203,0.047,2.19993323069665e-32,"5","SDC2"
"TPD52L1",1.38313182315228e-35,1.29033029603506,0.238,0.04,2.76626364630455e-32,"5","TPD52L1"
"ADGRB1",2.88122008407337e-35,0.668308198592144,0.151,0.023,5.76244016814674e-32,"5","ADGRB1"
"SLC1A2",7.37953269104686e-34,4.95628805118045,0.422,0.208,1.47590653820937e-30,"5","SLC1A2"
"CSRP12",7.89863054819239e-34,1.43160977705128,0.669,0.404,1.57972610963848e-30,"5","CSRP1"
"GRIA21",1.76708713315653e-33,1.302324041389,0.497,0.239,3.53417426631305e-30,"5","GRIA2"
"RORA",7.62266307883398e-33,1.01776324664927,0.337,0.102,1.5245326157668e-29,"5","RORA"
"LMO3",1.31124479280051e-32,1.08023565875616,0.203,0.052,2.62248958560103e-29,"5","LMO3"
"CYSTM1",2.36344931221166e-32,1.24753471980977,0.387,0.161,4.72689862442332e-29,"5","CYSTM1"
"MT1G",2.58454879589724e-32,1.94581702199794,0.192,0.042,5.16909759179449e-29,"5","MT1G"
"PTPRZ1",2.84706274584874e-32,1.63635114344011,0.392,0.171,5.69412549169749e-29,"5","PTPRZ1"
"PLCB1",5.6909050320073e-32,0.336428467090167,0.128,0.019,1.13818100640146e-28,"5","PLCB1"
"TIMP3",6.06191937145381e-31,1.2003321243661,0.215,0.048,1.21238387429076e-27,"5","TIMP3"
"ITGA7",1.16865490788192e-30,0.733227506241855,0.16,0.036,2.33730981576385e-27,"5","ITGA7"
"DIO2",2.14913653180453e-30,1.2341742716058,0.235,0.074,4.29827306360906e-27,"5","DIO2"
"CNTNAP3B",7.32732396017293e-30,0.355246431519915,0.125,0.017,1.46546479203458e-26,"5","CNTNAP3B"
"MLC1",8.3260447212707e-30,1.19751935506224,0.288,0.098,1.66520894425414e-26,"5","MLC1"
"DGKG",1.71212967003227e-29,0.439666155747707,0.206,0.057,3.42425934006455e-26,"5","DGKG"
"CYR61",1.96822213350338e-29,0.432936952650132,0.145,0.029,3.93644426700675e-26,"5","CYR61"
"ACSBG12",3.44745154388751e-29,1.04960390546669,0.43,0.201,6.89490308777503e-26,"5","ACSBG1"
"BCAM",5.85160026530269e-29,0.441603544617365,0.166,0.02,1.17032005306054e-25,"5","BCAM"
"RGS20",6.97048476668125e-29,0.587337535040371,0.131,0.018,1.39409695333625e-25,"5","RGS20"
"BCAN",4.76528420285358e-28,1.24232529278072,0.355,0.15,9.53056840570715e-25,"5","BCAN"
"LGI4",5.11610889755663e-28,0.514848518075126,0.27,0.075,1.02322177951133e-24,"5","LGI4"
"METRN2",5.27329144300176e-28,1.91039757428623,0.503,0.29,1.05465828860035e-24,"5","METRN"
"VIM",2.19427723786659e-27,2.12446132756328,0.267,0.075,4.38855447573318e-24,"5","VIM"
"FLRT2",3.01962537512277e-27,0.354303640166343,0.119,0.02,6.03925075024555e-24,"5","FLRT2"
"S100A131",3.18234484562886e-27,1.76292922070028,0.462,0.26,6.36468969125773e-24,"5","S100A13"
"MARCKSL12",4.73521476437833e-27,0.898921903034237,0.753,0.469,9.47042952875666e-24,"5","MARCKSL1"
"FABP7",3.18860471471224e-26,0.9513588030323,0.25,0.087,6.37720942942448e-23,"5","FABP7"
"S100A12",4.1652813206646e-26,2.13008950359535,0.491,0.291,8.33056264132919e-23,"5","S100A1"
"FAM184A",1.60998239352444e-25,0.491399815107055,0.221,0.071,3.21996478704888e-22,"5","FAM184A"
"TMEM100",1.89500304243731e-25,0.491735376930212,0.154,0.039,3.79000608487462e-22,"5","TMEM100"
"SCRG1",1.9650562481098e-25,1.19455049426097,0.427,0.221,3.9301124962196e-22,"5","SCRG1"
"AKR1C3",2.01674218492676e-25,0.323787061191793,0.116,0.024,4.03348436985353e-22,"5","AKR1C3"
"SLC6A111",2.99522882049126e-25,0.734377902208607,0.166,0.036,5.99045764098253e-22,"5","SLC6A11"
"LSAMP2",4.27963524405354e-25,1.48814280988698,0.497,0.287,8.55927048810708e-22,"5","LSAMP"
"GADD45G1",1.02097177369508e-24,1.46466979691328,0.442,0.242,2.04194354739015e-21,"5","GADD45G"
"SFXN5",1.04266734183189e-24,1.5459647650677,0.416,0.212,2.08533468366378e-21,"5","SFXN5"
"NTRK3",1.13662659114428e-24,0.546038582579093,0.189,0.056,2.27325318228855e-21,"5","NTRK3"
"CACNB2",1.15723113654111e-24,0.42603601593717,0.169,0.047,2.31446227308223e-21,"5","CACNB2"
"ACSL6",1.51365641903543e-24,1.31290795138775,0.276,0.077,3.02731283807087e-21,"5","ACSL6"
"SPOCK2",1.97864774749566e-24,0.653772748970036,0.154,0.038,3.95729549499133e-21,"5","SPOCK2"
"BBS21",2.03398839169638e-24,1.24634065600709,0.468,0.267,4.06797678339275e-21,"5","BBS2"
"SCG52",3.85888852705009e-24,0.26748662648874,0.113,0.309,7.71777705410019e-21,"5","SCG5"
"IL17RB",4.20311193351321e-24,0.273888870721662,0.198,0.057,8.40622386702643e-21,"5","IL17RB"
"AMER22",6.40651257645499e-24,1.12231589745674,0.66,0.404,1.281302515291e-20,"5","AMER2"
"MBP2",1.23803188252271e-23,1.18830307017139,0.698,0.543,2.47606376504542e-20,"5","MBP"
"GPRC5B2",6.99205468029031e-23,1.22776336896087,0.634,0.407,1.39841093605806e-19,"5","GPRC5B"
"NRXN1",9.35824844915697e-23,1.45232645547679,0.262,0.068,1.87164968983139e-19,"5","NRXN1"
"MEGF102",1.00407053462859e-22,1.03389889096345,0.381,0.17,2.00814106925718e-19,"5","MEGF10"
"EMX2OS",1.75635650571093e-22,0.731772598426032,0.154,0.032,3.51271301142186e-19,"5","EMX2OS"
"RGCC2",5.06802698422421e-22,0.826248198910572,0.66,0.4,1.01360539684484e-18,"5","RGCC"
"LGALS1",8.15936246967721e-22,1.5740729000917,0.363,0.182,1.63187249393544e-18,"5","LGALS1"
"S100B2",1.02072725693857e-21,1.58639419707484,0.674,0.476,2.04145451387715e-18,"5","S100B"
"RYR3",1.77890315201976e-21,0.408637699796691,0.116,0.026,3.55780630403952e-18,"5","RYR3"
"ALDH1A1",1.84505775225626e-21,0.540442801930356,0.183,0.05,3.69011550451251e-18,"5","ALDH1A1"
"HEY1",3.45500111136564e-21,0.405332672792951,0.148,0.042,6.91000222273128e-18,"5","HEY1"
"FXYD1",6.8546753986127e-21,1.91415198629569,0.302,0.073,1.37093507972254e-17,"5","FXYD1"
"PON21",6.90659053185551e-21,1.87045134612867,0.526,0.373,1.3813181063711e-17,"5","PON2"
"EEF1A2",7.50625818017321e-21,0.440511185573643,0.27,0.107,1.50125163603464e-17,"5","EEF1A2"
"CRYAB2",8.00837697790135e-21,0.824009886470784,0.747,0.49,1.60167539558027e-17,"5","CRYAB"
"LCNL12",8.68644233714509e-21,1.23329217536262,0.291,0.128,1.73728846742902e-17,"5","LCNL1"
