"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CCNE2",1.55234413586467e-59,0.443808386624782,0.315,0.093,3.10468827172935e-56,"1","CCNE2"
"SH3BP4",4.15394724890878e-59,0.425790805007257,0.337,0.121,8.30789449781757e-56,"1","SH3BP4"
"CBX4",4.4807688375986e-59,0.365995557355969,0.512,0.302,8.9615376751972e-56,"1","CBX4"
"TMCC2",5.68133274343408e-59,0.541230409774977,0.358,0.127,1.13626654868682e-55,"1","TMCC2"
"TM7SF2",1.50092486676582e-57,0.539793168970351,0.346,0.121,3.00184973353163e-54,"1","TM7SF2"
"NLGN1",3.78994294343469e-57,0.618996860011412,0.348,0.099,7.57988588686939e-54,"1","NLGN1"
"IFT80",6.23951342073684e-57,0.590812685717589,0.39,0.171,1.24790268414737e-53,"1","IFT80"
"HIST1H2AC",2.95888335511089e-56,0.467137338820059,0.389,0.191,5.91776671022179e-53,"1","HIST1H2AC"
"EHD1",3.47374069510086e-55,0.317389673602864,0.295,0.087,6.94748139020173e-52,"1","EHD1"
"FAM126A",9.33914236226013e-55,0.508774245497435,0.44,0.233,1.86782847245203e-51,"1","FAM126A"
"EPHX1",9.41073933774992e-55,0.364255274916673,0.447,0.231,1.88214786754998e-51,"1","EPHX1"
"ACTN2",1.12331440139948e-53,0.364603468159825,0.302,0.107,2.24662880279895e-50,"1","ACTN2"
"ENPP6",7.9808430019935e-49,0.493967838165064,0.297,0.067,1.5961686003987e-45,"1","ENPP6"
"AL121820.2",1.4584205892154e-47,0.286166701428302,0.236,0.05,2.91684117843081e-44,"1","AL121820.2"
"GAS1",3.10456198986868e-47,0.28859712329825,0.288,0.114,6.20912397973735e-44,"1","GAS1"
"GPD1",2.56493047749803e-46,0.534843496523821,0.295,0.06,5.12986095499606e-43,"1","GPD1"
"SH3PXD2A",3.55593162844015e-41,0.530463923582863,0.303,0.083,7.1118632568803e-38,"1","SH3PXD2A"
"PIM3",1.69465580088027e-40,0.295062872153866,0.4,0.23,3.38931160176054e-37,"1","PIM3"
"TTL",1.25738374836597e-38,0.442401694106892,0.418,0.241,2.51476749673194e-35,"1","TTL"
"PLA2G4C",2.15594580519568e-38,0.4687004378004,0.295,0.086,4.31189161039137e-35,"1","PLA2G4C"
"TCEAL9",2.44071572998335e-38,0.32514383379202,0.387,0.221,4.8814314599667e-35,"1","TCEAL9"
"CNN3",3.76692288171991e-38,0.3646056554212,0.374,0.206,7.53384576343982e-35,"1","CNN3"
"TYMS",7.16403004036765e-38,0.56681079389447,0.302,0.096,1.43280600807353e-34,"1","TYMS"
"JPT2",6.47445767448827e-37,0.356311271142287,0.337,0.186,1.29489153489765e-33,"1","JPT2"
"TMPRSS5",1.50919788403366e-36,0.297350363799879,0.235,0.051,3.01839576806732e-33,"1","TMPRSS5"
"FAM181B",1.82843387256913e-36,0.328152045456599,0.317,0.131,3.65686774513826e-33,"1","FAM181B"
"SLITRK2",3.80247594678518e-35,0.390689429232653,0.3,0.085,7.60495189357036e-32,"1","SLITRK2"
"EGLN3",7.09423796894273e-35,0.501264548767099,0.331,0.126,1.41884759378855e-31,"1","EGLN3"
"HOXD1",5.98531878134655e-33,0.32451750366942,0.25,0.053,1.19706375626931e-29,"1","HOXD1"
"DNAH17",1.09856053869592e-32,0.483695406221368,0.289,0.078,2.19712107739185e-29,"1","DNAH17"
"ITM2A",2.44358621351533e-27,0.536189746478816,0.233,0.045,4.88717242703066e-24,"1","ITM2A"
"NRXN3",4.96465389613908e-27,0.475475369995166,0.268,0.057,9.92930779227816e-24,"1","NRXN3"
"FAM95C",7.70956456194041e-27,0.352594243288434,0.228,0.042,1.54191291238808e-23,"1","FAM95C"
"SHROOM1",1.09980987780401e-26,0.482591590799842,0.339,0.169,2.19961975560802e-23,"1","SHROOM1"
"HHATL",8.531633841009e-26,0.498691093583762,0.264,0.059,1.7063267682018e-22,"1","HHATL"
"LIMA1",1.01058624805347e-22,0.253379697885863,0.346,0.206,2.02117249610695e-19,"1","LIMA1"
"PIEZO2",2.54508053859317e-22,0.418342219341816,0.292,0.127,5.09016107718633e-19,"1","PIEZO2"
"TNIK",5.65303859478221e-22,0.39257170634693,0.317,0.17,1.13060771895644e-18,"1","TNIK"
"UCHL1",7.86644043478443e-22,0.438561657575383,0.287,0.104,1.57328808695689e-18,"1","UCHL1"
"MAP3K11",2.53592421801979e-21,0.313406411401865,0.38,0.238,5.07184843603957e-18,"1","MAP3K11"
"NKX2-2",4.03402173950431e-21,0.390315689231508,0.257,0.069,8.06804347900861e-18,"1","NKX2-2"
"SLFN5",3.11330506259172e-17,0.384946815870067,0.288,0.143,6.22661012518343e-14,"1","SLFN5"
"COL16A1",1.76605857732501e-16,0.288459210233905,0.229,0.078,3.53211715465002e-13,"1","COL16A1"
"SNORC",1.06089690879737e-15,0.323155791684264,0.223,0.052,2.12179381759473e-12,"1","SNORC"
"ANGPTL2",1.60327452445008e-15,0.266293320145879,0.221,0.049,3.20654904890016e-12,"1","ANGPTL2"
"FAM171B",1.77577808617494e-15,0.345224142186151,0.302,0.138,3.55155617234988e-12,"1","FAM171B"
"SAV1",8.59314760141014e-14,0.304941226861241,0.335,0.216,1.71862952028203e-10,"1","SAV1"
"GREM1",1.63552960167104e-12,0.42537532632629,0.233,0.082,3.27105920334207e-09,"1","GREM1"
"IFIT2",2.5000475264836e-09,0.309576887668347,0.285,0.184,5.00009505296721e-06,"1","IFIT2"
"RGN",4.15047428706831e-08,0.296859287734972,0.208,0.051,8.30094857413661e-05,"1","RGN"
"ZNF827",6.83019400883007e-07,0.26022643866044,0.21,0.07,0.00136603880176601,"1","ZNF827"
"CYB5D2",2.56242623794644e-06,0.274523406444193,0.252,0.161,0.00512485247589288,"1","CYB5D2"
"LDLRAD3",2.41776058328115e-05,0.350576859034782,0.205,0.046,0.0483552116656229,"1","LDLRAD3"
"SGCD",6.06116052177393e-05,0.3682911604029,0.225,0.073,0.121223210435479,"1","SGCD"
"CRB2",0.000366766512713778,0.354049222171473,0.219,0.091,0.733533025427556,"1","CRB2"
"DPP6",0.00184400102082771,0.270318253597609,0.203,0.063,1,"1","DPP6"
"HSPA1B1",1.40648550092443e-193,1.51348828960492,0.811,0.564,2.81297100184885e-190,"2","HSPA1B"
"HSPA1A",1.08356606623952e-190,1.61511220941418,0.881,0.776,2.16713213247904e-187,"2","HSPA1A"
"APOE",7.11557441033344e-183,0.889980481691801,0.894,0.648,1.42311488206669e-179,"2","APOE"
"CD741",3.09846661009111e-181,0.979698865526299,0.945,0.636,6.19693322018222e-178,"2","CD74"
"CST3",3.87230101716511e-175,0.792103239055459,0.89,0.675,7.74460203433022e-172,"2","CST3"
"VSIG41",2.04238543180177e-134,1.33816301618924,0.702,0.486,4.08477086360354e-131,"2","VSIG4"
"P2RY131",5.14972747875884e-111,1.18671192188548,0.694,0.49,1.02994549575177e-107,"2","P2RY13"
"JUN1",2.74362125221629e-106,0.874851051078059,0.908,0.842,5.48724250443258e-103,"2","JUN"
"AC243960.1",4.27158123244462e-83,1.10477120355325,0.352,0.157,8.54316246488923e-80,"2","AC243960.1"
"DAB21",8.6108930939666e-82,1.12465957380718,0.617,0.448,1.72217861879332e-78,"2","DAB2"
"HLA-DRA1",5.74554763589688e-78,0.640454592339041,0.769,0.524,1.14910952717938e-74,"2","HLA-DRA"
"HLA-DPA11",3.64756326471762e-74,0.749923988759227,0.642,0.443,7.29512652943524e-71,"2","HLA-DPA1"
"HLA-DRB11",9.37279215032393e-74,0.832056544221837,0.679,0.49,1.87455843006479e-70,"2","HLA-DRB1"
"AL034397.3",6.16005473640142e-54,1.29049336673613,0.376,0.211,1.23201094728028e-50,"2","AL034397.3"
"AL031777.3",5.94819911778075e-50,0.721259910067573,0.262,0.124,1.18963982355615e-46,"2","AL031777.3"
"CTSS1",4.04755544293438e-49,0.859895571067991,0.51,0.363,8.09511088586876e-46,"2","CTSS"
"HIST1H2BG",1.07642053491431e-48,1.18601550754969,0.345,0.196,2.15284106982862e-45,"2","HIST1H2BG"
"MIS18BP11",2.23388116236007e-43,0.637712868269539,0.604,0.477,4.46776232472014e-40,"2","MIS18BP1"
"SAMSN11",2.42057911045096e-41,0.620500142100763,0.57,0.447,4.84115822090191e-38,"2","SAMSN1"
"CEBPB1",1.16859242950276e-37,0.28541650359693,0.862,0.665,2.33718485900552e-34,"2","CEBPB"
"EGFL7",2.83759600804372e-35,0.511037828859694,0.301,0.162,5.67519201608744e-32,"2","EGFL7"
"FCER1G1",2.91786347121866e-35,0.673353970459707,0.508,0.393,5.83572694243732e-32,"2","FCER1G"
"IFI44L",4.70782801070871e-35,0.544424860679902,0.315,0.187,9.41565602141743e-32,"2","IFI44L"
"HLA-DRB51",2.68742458069939e-34,0.747525167933821,0.468,0.344,5.37484916139878e-31,"2","HLA-DRB5"
"MIR503HG",5.19559918388555e-34,0.805115105161856,0.252,0.096,1.03911983677711e-30,"2","MIR503HG"
"PDK41",1.71910473277836e-33,0.477310156615798,0.812,0.77,3.43820946555673e-30,"2","PDK4"
"LINC014801",4.02005162208196e-31,0.978521958840188,0.418,0.31,8.04010324416391e-28,"2","LINC01480"
"FCGBP",2.22168911547818e-30,0.311797802017884,0.257,0.138,4.44337823095637e-27,"2","FCGBP"
"CACNA1A1",3.92485074073951e-29,0.667530353984412,0.543,0.449,7.84970148147903e-26,"2","CACNA1A"
"MRC11",9.25786279871005e-29,0.850134225701678,0.441,0.321,1.85157255974201e-25,"2","MRC1"
"CFD",6.54927618578122e-28,0.675786186185769,0.323,0.195,1.30985523715624e-24,"2","CFD"
"IRF81",1.20782214455911e-27,0.506528457054517,0.405,0.3,2.41564428911822e-24,"2","IRF8"
"HSPB1",2.02402739726276e-24,1.41345940944829,0.392,0.294,4.04805479452552e-21,"2","HSPB1"
"MYC1",1.67097139158819e-19,0.38247823758899,0.258,0.152,3.34194278317638e-16,"2","MYC"
"NKTR",2.0309937257507e-19,0.782965129885692,0.518,0.494,4.0619874515014e-16,"2","NKTR"
"KCNMA1",1.03372742713826e-18,0.590348359027878,0.262,0.171,2.06745485427653e-15,"2","KCNMA1"
"HGF",2.64882119968226e-18,0.331284658068732,0.209,0.103,5.29764239936452e-15,"2","HGF"
"PLTP",6.61046438453364e-18,0.67244440449485,0.378,0.286,1.32209287690673e-14,"2","PLTP"
"DDIT41",1.61446668423093e-16,0.798263964206583,0.484,0.45,3.22893336846187e-13,"2","DDIT4"
"AKAP131",5.70413716940211e-16,0.632317087176612,0.462,0.397,1.14082743388042e-12,"2","AKAP13"
"SOX41",2.95769891031623e-15,0.270710813306032,0.172,0.23,5.91539782063246e-12,"2","SOX4"
"ZFP36L11",7.15119192086856e-15,0.540320014503769,0.541,0.48,1.43023838417371e-11,"2","ZFP36L1"
"PLCG2",1.59422043914744e-14,1.89861952674168,0.304,0.226,3.18844087829488e-11,"2","PLCG2"
"HHEX1",3.18820332792374e-13,0.680343906405056,0.324,0.245,6.37640665584747e-10,"2","HHEX"
"ITM2C",9.5994357734435e-13,0.495598015197908,0.483,0.466,1.9198871546887e-09,"2","ITM2C"
"GLRX1",1.69127822204634e-11,0.405278131862008,0.508,0.464,3.38255644409267e-08,"2","GLRX"
"CLEC7A1",5.53770193776461e-10,0.497667366224293,0.507,0.467,1.10754038755292e-06,"2","CLEC7A"
"NFKBIA1",6.08425239838084e-10,0.290793088114974,0.721,0.786,1.21685047967617e-06,"2","NFKBIA"
"LPL1",9.2344132575897e-10,0.349124147771327,0.252,0.159,1.84688265151794e-06,"2","LPL"
"TENT5A",4.31483702964056e-09,0.367802303772427,0.17,0.169,8.62967405928111e-06,"2","TENT5A"
"MSR11",1.89246361519809e-08,0.294511833890341,0.155,0.163,3.78492723039617e-05,"2","MSR1"
"CEBPA1",3.30567433905966e-08,0.52175459562654,0.303,0.225,6.61134867811932e-05,"2","CEBPA"
"HIST1H2BD",3.33785266430451e-08,0.337747260913405,0.144,0.088,6.67570532860903e-05,"2","HIST1H2BD"
"HIST1H4E",1.40863043733582e-07,0.435246575815216,0.182,0.1,0.000281726087467163,"2","HIST1H4E"
"HIST1H2BN",2.73768677870489e-07,0.372783517696242,0.186,0.125,0.000547537355740979,"2","HIST1H2BN"
"ANKRD221",2.76957210393679e-07,0.254570824096922,0.241,0.172,0.000553914420787358,"2","ANKRD22"
"APOC11",6.82514162692375e-07,0.55279869691313,0.32,0.267,0.00136502832538475,"2","APOC1"
"ZC3HAV1",1.00152503197863e-06,0.253886738881743,0.25,0.204,0.00200305006395726,"2","ZC3HAV1"
"CITED4",2.27570317343633e-06,0.278638810593306,0.315,0.287,0.00455140634687267,"2","CITED4"
"TYMP1",7.39139097480036e-06,0.457259298331575,0.247,0.198,0.0147827819496007,"2","TYMP"
"AC023157.3",1.34321875763985e-05,0.340212284029597,0.191,0.141,0.026864375152797,"2","AC023157.3"
"LYVE11",2.50200201779554e-05,0.595522037324728,0.309,0.249,0.0500400403559108,"2","LYVE1"
"AC103591.31",2.51865058529593e-05,0.498982757127285,0.372,0.343,0.0503730117059186,"2","AC103591.3"
"FAM198B",3.59250331952012e-05,0.250536415153422,0.227,0.27,0.0718500663904023,"2","FAM198B"
"PRDM11",0.00012281801150147,0.483712883541016,0.185,0.18,0.245636023002939,"2","PRDM1"
"SCIN1",0.000329056148478005,0.655644001321468,0.298,0.247,0.65811229695601,"2","SCIN"
"AC025164.1",0.000354242717150127,0.260787858403135,0.148,0.095,0.708485434300255,"2","AC025164.1"
"AL353759.1",0.000574535702116118,0.446139952819602,0.136,0.041,1,"2","AL353759.1"
"TXNIP",0.000676645804703628,0.690365599415241,0.477,0.527,1,"2","TXNIP"
"CLEC2D",0.000701125198589055,0.556313948656894,0.215,0.157,1,"2","CLEC2D"
"ATP2B1-AS11",0.00101989608297136,0.254108834127447,0.369,0.358,1,"2","ATP2B1-AS1"
"HBA2",0.00194803121631859,0.4900992955894,0.146,0.159,1,"2","HBA2"
"CD141",0.00206945310715945,0.356032127393699,0.259,0.225,1,"2","CD14"
"HAVCR21",0.0065591920542328,0.299136783033951,0.436,0.435,1,"2","HAVCR2"
"IRF1",0,2.76281424732765,0.824,0.19,0,"3","IRF1"
"CRYAB1",0,2.4898619457868,1,0.436,0,"3","CRYAB"
"TUBA1A1",0,2.38833394024335,1,0.637,0,"3","TUBA1A"
"EFNA11",0,2.03171657417536,0.859,0.167,0,"3","EFNA1"
"TUBB4A1",0,1.96162046522811,0.996,0.315,0,"3","TUBB4A"
"TF1",0,1.95328003094017,0.998,0.399,0,"3","TF"
"MAG1",0,1.94702235070331,1,0.335,0,"3","MAG"
"LMNA1",0,1.89789498278797,0.925,0.303,0,"3","LMNA"
"APLP11",0,1.89701733124034,0.999,0.355,0,"3","APLP1"
"RHOU1",0,1.88803972509936,0.978,0.358,0,"3","RHOU"
"CAMK2N11",0,1.86502045495121,0.989,0.301,0,"3","CAMK2N1"
"PTGDS1",0,1.85345161673184,1,0.483,0,"3","PTGDS"
"RGCC1",0,1.83396968662118,0.991,0.335,0,"3","RGCC"
"MAL1",0,1.82791013449557,0.997,0.365,0,"3","MAL"
"OPALIN1",0,1.82132302759556,0.982,0.311,0,"3","OPALIN"
"SEPT41",0,1.80904861315299,0.994,0.348,0,"3","SEPT4"
"CD91",0,1.80220530278476,0.995,0.355,0,"3","CD9"
"NKX6-21",0,1.78316457484625,0.99,0.323,0,"3","NKX6-2"
"SLAIN11",0,1.78273666536712,0.998,0.396,0,"3","SLAIN1"
"CNP1",0,1.77344493472145,1,0.418,0,"3","CNP"
"MARCKSL11",0,1.75119323681601,0.998,0.413,0,"3","MARCKSL1"
"HSPA21",0,1.74860831995996,0.995,0.358,0,"3","HSPA2"
"GPM6B1",0,1.74239066014573,1,0.484,0,"3","GPM6B"
"ATP1B11",0,1.74140987595701,0.998,0.369,0,"3","ATP1B1"
"ERMN1",0,1.73475438217875,0.996,0.341,0,"3","ERMN"
"CA21",0,1.71820992758665,0.865,0.27,0,"3","CA2"
"EFHD11",0,1.7002044515087,0.985,0.333,0,"3","EFHD1"
"PLLP1",0,1.69028042995882,0.995,0.351,0,"3","PLLP"
"ENPP21",0,1.67028081177742,0.999,0.347,0,"3","ENPP2"
"KCNMB41",0,1.66730902721199,0.973,0.328,0,"3","KCNMB4"
"CBR11",0,1.65920425350595,0.978,0.394,0,"3","CBR1"
"FAM107B1",0,1.65643165546386,0.995,0.345,0,"3","FAM107B"
"AMER21",0,1.65431707463535,0.999,0.339,0,"3","AMER2"
"GPR371",0,1.64546281835388,0.992,0.339,0,"3","GPR37"
"CSRP11",0,1.63883161183962,0.995,0.34,0,"3","CSRP1"
"PRR181",0,1.63490992873113,0.989,0.35,0,"3","PRR18"
"TTLL71",0,1.63024681689989,0.992,0.287,0,"3","TTLL7"
"CNDP11",0,1.61379559875016,0.963,0.269,0,"3","CNDP1"
"PPP1R14A1",0,1.60950875447101,0.998,0.354,0,"3","PPP1R14A"
"ADAMTS41",0,1.60923433068376,0.821,0.263,0,"3","ADAMTS4"
"ELAVL31",0,1.60872847171027,0.925,0.275,0,"3","ELAVL3"
"FEZ11",0,1.60869112416847,0.995,0.397,0,"3","FEZ1"
"QDPR1",0,1.60348991624638,0.996,0.358,0,"3","QDPR"
"CLDN111",0,1.60298978045912,0.996,0.353,0,"3","CLDN11"
"CNTN21",0,1.59328375549745,0.991,0.305,0,"3","CNTN2"
"STMN11",0,1.58271151414378,0.996,0.507,0,"3","STMN1"
"LINC008441",0,1.57521726021539,0.959,0.331,0,"3","LINC00844"
"CREB51",0,1.55383135287019,0.974,0.308,0,"3","CREB5"
"MAPK8IP11",0,1.54520130159788,0.902,0.274,0,"3","MAPK8IP1"
"SELENOW1",0,1.53965361862465,0.999,0.507,0,"3","SELENOW"
"TRIM21",0,1.53781073539081,0.974,0.326,0,"3","TRIM2"
"MOG1",0,1.52452757778965,0.983,0.299,0,"3","MOG"
"CARNS11",0,1.52258984791457,0.967,0.324,0,"3","CARNS1"
"PCDH91",0,1.52040754870327,0.999,0.356,0,"3","PCDH9"
"EDIL31",0,1.51585980769034,0.998,0.36,0,"3","EDIL3"
"PIP4K2A1",0,1.50958982604417,0.997,0.449,0,"3","PIP4K2A"
"CFL21",0,1.50666785727006,0.98,0.356,0,"3","CFL2"
"LARP61",0,1.5003418798696,0.933,0.254,0,"3","LARP6"
"SPOCK31",0,1.499891642273,0.986,0.339,0,"3","SPOCK3"
"SCD1",0,1.49508003017659,1,0.363,0,"3","SCD"
"SELENOP1",0,1.48114028564657,0.994,0.5,0,"3","SELENOP"
"KIF191",0,1.47800120194936,0.876,0.258,0,"3","KIF19"
"CDKN1C1",0,1.46054130534288,0.901,0.329,0,"3","CDKN1C"
"CDH191",0,1.4592045157662,0.771,0.159,0,"3","CDH19"
"PLA2G161",0,1.45500137984262,0.997,0.509,0,"3","PLA2G16"
"PMP221",0,1.45489826066038,0.977,0.353,0,"3","PMP22"
"NECAB11",0,1.4470037233248,0.953,0.29,0,"3","NECAB1"
"STMN41",0,1.4454611866294,0.917,0.274,0,"3","STMN4"
"TPPP1",0,1.43958137457896,0.978,0.282,0,"3","TPPP"
"TSC22D41",0,1.43348677447867,0.993,0.433,0,"3","TSC22D4"
"AATK1",0,1.43304126870599,0.93,0.267,0,"3","AATK"
"APOD1",0,1.42798363411338,0.992,0.361,0,"3","APOD"
"NDRG11",0,1.4255586988389,0.986,0.364,0,"3","NDRG1"
"ABCA21",0,1.42462804668186,0.982,0.361,0,"3","ABCA2"
"TMEM1441",0,1.42414150173501,0.997,0.388,0,"3","TMEM144"
"GPRC5B1",0,1.41581528114232,0.988,0.343,0,"3","GPRC5B"
"NFASC1",0,1.41377406046764,0.955,0.281,0,"3","NFASC"
"OLIG21",0,1.41365416248526,0.888,0.249,0,"3","OLIG2"
"SIRT21",0,1.41180952877738,0.979,0.385,0,"3","SIRT2"
"KLK61",0,1.41166713733103,0.877,0.218,0,"3","KLK6"
"SPOCK11",0,1.40971706322975,0.922,0.28,0,"3","SPOCK1"
"LAMP21",0,1.40527334733136,0.998,0.522,0,"3","LAMP2"
"FGFR21",0,1.4024596979241,0.923,0.287,0,"3","FGFR2"
"ANK21",0,1.40139477841926,0.865,0.262,0,"3","ANK2"
"PEBP11",0,1.40034618217341,0.995,0.559,0,"3","PEBP1"
"SLC6A81",0,1.39981696973406,0.927,0.319,0,"3","SLC6A8"
"ANLN1",0,1.39973465916827,0.967,0.289,0,"3","ANLN"
"APP1",0,1.3986059450296,0.997,0.415,0,"3","APP"
"VWA11",0,1.39429823925414,0.91,0.297,0,"3","VWA1"
"PHLDA31",0,1.38476466910847,0.873,0.218,0,"3","PHLDA3"
"SYT111",0,1.37656271441677,0.978,0.391,0,"3","SYT11"
"MID1IP11",0,1.3683721962369,0.955,0.393,0,"3","MID1IP1"
"HHIP1",0,1.3682225518433,0.966,0.308,0,"3","HHIP"
"UBB1",0,1.36538196863846,0.999,0.802,0,"3","UBB"
"ANK31",0,1.36477451860436,0.955,0.274,0,"3","ANK3"
"SEPT81",0,1.36018461768331,0.958,0.333,0,"3","SEPT8"
"YWHAQ1",0,1.34359385512514,0.988,0.5,0,"3","YWHAQ"
"DLL1",0,1.34099856159603,0.639,0.141,0,"3","DLL1"
"IGSF81",0,1.3328207296152,0.909,0.316,0,"3","IGSF8"
"ADAMTS11",0,1.32929065985368,0.594,0.103,0,"3","ADAMTS1"
"MAP1B1",0,1.32182826640766,0.939,0.304,0,"3","MAP1B"
"RTN41",0,1.32035538391137,0.999,0.756,0,"3","RTN4"
"RYBP1",0,1.31926020419181,0.875,0.314,0,"3","RYBP"
"RAPGEF51",0,1.30819319792053,0.936,0.27,0,"3","RAPGEF5"
"MOBP1",0,1.3070820339058,0.967,0.307,0,"3","MOBP"
"SLC12A21",0,1.30269684271381,0.966,0.309,0,"3","SLC12A2"
"PTK21",0,1.29718501568549,0.896,0.309,0,"3","PTK2"
"CLIC41",0,1.29707018676077,0.917,0.282,0,"3","CLIC4"
"TMTC41",0,1.29562797538349,0.835,0.279,0,"3","TMTC4"
"BCAS11",0,1.2954109984314,0.855,0.26,0,"3","BCAS1"
"SLC24A21",0,1.2900912240452,0.948,0.297,0,"3","SLC24A2"
"RETREG11",0,1.28639403807246,0.854,0.219,0,"3","RETREG1"
"C1orf1981",0,1.26949002529455,0.897,0.269,0,"3","C1orf198"
"TPPP31",0,1.26393526651435,0.841,0.264,0,"3","TPPP3"
"SECISBP2L1",0,1.26362990141073,0.966,0.403,0,"3","SECISBP2L"
"GNAI11",0,1.26301798420282,0.9,0.292,0,"3","GNAI1"
"CMTM51",0,1.25593318971722,0.87,0.299,0,"3","CMTM5"
"SH3GL31",0,1.25358675682298,0.888,0.291,0,"3","SH3GL3"
"MYRF1",0,1.24114879305106,0.912,0.264,0,"3","MYRF"
"ANKS1B1",0,1.2390070241068,0.927,0.255,0,"3","ANKS1B"
"LIPE1",0,1.23863918300059,0.816,0.259,0,"3","LIPE"
"SEMA3B1",0,1.23237989947028,0.851,0.26,0,"3","SEMA3B"
"GRM31",0,1.23153659553663,0.895,0.252,0,"3","GRM3"
"ABHD17B1",0,1.22727126541394,0.833,0.286,0,"3","ABHD17B"
"PTN1",0,1.22505597098767,0.98,0.336,0,"3","PTN"
"MAP71",0,1.22457803787775,0.911,0.313,0,"3","MAP7"
"TTYH21",0,1.22426260510677,0.949,0.325,0,"3","TTYH2"
"GAS71",0,1.22362655364314,0.897,0.254,0,"3","GAS7"
"LIMCH11",0,1.22165081464791,0.89,0.242,0,"3","LIMCH1"
"PTPRD1",0,1.21863186785014,0.946,0.283,0,"3","PTPRD"
"UGT81",0,1.21053048384421,0.92,0.291,0,"3","UGT8"
"RALGDS1",0,1.19379580527806,0.859,0.296,0,"3","RALGDS"
"LANCL11",0,1.19177685676029,0.951,0.305,0,"3","LANCL1"
"PHLDB11",0,1.18953921869799,0.887,0.258,0,"3","PHLDB1"
"SRCIN11",0,1.18589675822602,0.85,0.224,0,"3","SRCIN1"
"CLMN1",0,1.17922441484867,0.886,0.286,0,"3","CLMN"
"PDE1C1",0,1.17682896945643,0.92,0.283,0,"3","PDE1C"
"AIF1L1",0,1.16972737733906,0.836,0.211,0,"3","AIF1L"
"MAP1A1",0,1.16683078014398,0.809,0.215,0,"3","MAP1A"
"PLEKHB11",0,1.16188231977235,0.935,0.333,0,"3","PLEKHB1"
"ZDHHC91",0,1.16021001584102,0.876,0.274,0,"3","ZDHHC9"
"ST181",0,1.15950563597504,0.843,0.241,0,"3","ST18"
"OLIG11",0,1.14232083662968,0.964,0.35,0,"3","OLIG1"
"LGI31",0,1.12034767465049,0.83,0.252,0,"3","LGI3"
"MAPT1",0,1.11772122335687,0.81,0.225,0,"3","MAPT"
"BOK1",0,1.11761495183025,0.841,0.237,0,"3","BOK"
"RAB33A1",0,1.1153056112156,0.717,0.19,0,"3","RAB33A"
"ARHGAP231",0,1.11331243671609,0.874,0.276,0,"3","ARHGAP23"
"SOX101",0,1.10424260609507,0.79,0.194,0,"3","SOX10"
"DNAJC61",0,1.10373218086778,0.869,0.271,0,"3","DNAJC6"
"PALM21",0,1.08704472680627,0.778,0.193,0,"3","PALM2"
"KLHL321",0,1.07407673019681,0.787,0.22,0,"3","KLHL32"
"FAIM21",0,1.07113567248641,0.868,0.245,0,"3","FAIM2"
"CD221",0,1.04443173861447,0.67,0.13,0,"3","CD22"
"CLDND11",9.59867331523095e-307,1.57366232832265,0.996,0.485,1.91973466304619e-303,"3","CLDND1"
"SLC44A11",1.08973214183162e-306,1.35721573902291,0.999,0.43,2.17946428366324e-303,"3","SLC44A1"
"GOLGA71",2.8828508518889e-306,1.23651981208785,0.951,0.357,5.76570170377781e-303,"3","GOLGA7"
"SEMA6A1",4.84013134271197e-306,1.087851105223,0.833,0.271,9.68026268542394e-303,"3","SEMA6A"
"APBB11",2.9587634287084e-305,1.18731794704525,0.862,0.308,5.91752685741679e-302,"3","APBB1"
"S100B1",9.91920771046216e-305,1.26313614489578,0.977,0.421,1.98384154209243e-301,"3","S100B"
"CALM21",1.72103731455638e-304,1.24266034217008,0.999,0.765,3.44207462911276e-301,"3","CALM2"
"DNAJB21",4.19562156045861e-302,1.2183758759665,0.911,0.339,8.39124312091722e-299,"3","DNAJB2"
"KIF1B1",1.29836010010706e-301,1.18124317664434,0.941,0.369,2.59672020021412e-298,"3","KIF1B"
"FA2H1",1.82199492531465e-301,1.16409882473462,0.819,0.239,3.64398985062931e-298,"3","FA2H"
"SUN21",4.03935010842976e-301,1.20750446041563,0.961,0.392,8.07870021685953e-298,"3","SUN2"
"SLC25A481",2.34443698962935e-300,1.0244905534898,0.649,0.177,4.68887397925869e-297,"3","SLC25A48"
"IQGAP11",1.85469205038623e-298,1.13567800284054,0.761,0.223,3.70938410077246e-295,"3","IQGAP1"
"GNAO11",7.7198490596373e-296,1.03242879147782,0.832,0.252,1.54396981192746e-292,"3","GNAO1"
"SIK31",3.72861896422902e-295,1.15833057795922,0.871,0.277,7.45723792845804e-292,"3","SIK3"
"SCD51",1.68755205366127e-294,1.21083308539632,0.985,0.376,3.37510410732255e-291,"3","SCD5"
"MBP1",6.97358551451711e-294,1.62650209382213,1,0.491,1.39471710290342e-290,"3","MBP"
"PCDH171",2.03078264391666e-293,1.10431357221988,0.76,0.241,4.06156528783332e-290,"3","PCDH17"
"JAM31",2.23599559842071e-290,1.08643014337012,0.827,0.254,4.47199119684142e-287,"3","JAM3"
"PSAT11",3.19196332250814e-289,1.12785078613607,0.87,0.313,6.38392664501627e-286,"3","PSAT1"
"PLEKHG31",1.19153746901822e-288,1.04896725955019,0.692,0.169,2.38307493803644e-285,"3","PLEKHG3"
"COLGALT21",2.12478655402608e-288,0.92719392552568,0.723,0.198,4.24957310805215e-285,"3","COLGALT2"
